"subj_idx","acc","rt","association","difficulty","difficulty_code","group"
"111",0.895833333333333,1.15511627906977,"other",1,"very easy","color"
"111",0.958333333333333,0.998586956521739,"self",1,"very easy","color"
"111",0.729166666666667,1.28045714285714,"other",2,"easy","color"
"111",0.9375,1.07351111111111,"self",2,"easy","color"
"111",0.395833333333333,1.20542105263158,"other",3,"difficult","color"
"111",0.875,1.08509523809524,"self",3,"difficult","color"
"111",0.354166666666667,1.45229411764706,"other",4,"very difficult","color"
"111",0.791666666666667,1.19765789473684,"self",4,"very difficult","color"
"112",0.936170212765957,1.63197727272727,"other",1,"very easy","color"
"112",0.916666666666667,1.62040909090909,"self",1,"very easy","color"
"112",0.869565217391304,1.702925,"other",2,"easy","color"
"112",0.9375,1.64611111111111,"self",2,"easy","color"
"112",0.888888888888889,1.706625,"other",3,"difficult","color"
"112",0.804347826086957,1.6447027027027,"self",3,"difficult","color"
"112",0.531914893617021,1.72656,"other",4,"very difficult","color"
"112",0.622222222222222,1.84996428571429,"self",4,"very difficult","color"
"113",0.958333333333333,1.47934782608696,"other",1,"very easy","color"
"113",0.9375,1.44388888888889,"self",1,"very easy","color"
"113",0.854166666666667,1.54953658536585,"other",2,"easy","color"
"113",0.875,1.64561904761905,"self",2,"easy","color"
"113",0.782608695652174,1.67136111111111,"other",3,"difficult","color"
"113",0.74468085106383,1.68242857142857,"self",3,"difficult","color"
"113",0.553191489361702,1.69976923076923,"other",4,"very difficult","color"
"113",0.604166666666667,1.85165517241379,"self",4,"very difficult","color"
"114",0.854166666666667,1.26168292682927,"other",1,"very easy","color"
"114",0.895833333333333,1.04302325581395,"self",1,"very easy","color"
"114",0.760869565217391,1.39831428571429,"other",2,"easy","color"
"114",0.833333333333333,1.1832,"self",2,"easy","color"
"114",0.604166666666667,1.40758620689655,"other",3,"difficult","color"
"114",0.914893617021277,1.25486046511628,"self",3,"difficult","color"
"114",0.5625,1.40585185185185,"other",4,"very difficult","color"
"114",0.74468085106383,1.41525714285714,"self",4,"very difficult","color"
"115",0.875,1.11492857142857,"other",1,"very easy","color"
"115",0.9375,1.02635555555556,"self",1,"very easy","color"
"115",0.625,1.288,"other",2,"easy","color"
"115",0.9375,1.09553333333333,"self",2,"easy","color"
"115",0.583333333333333,1.27742857142857,"other",3,"difficult","color"
"115",0.791666666666667,1.11081578947368,"self",3,"difficult","color"
"115",0.520833333333333,1.38132,"other",4,"very difficult","color"
"115",0.770833333333333,1.18189189189189,"self",4,"very difficult","color"
"116",0.875,0.932880952380952,"other",1,"very easy","color"
"116",0.875,1.13197619047619,"self",1,"very easy","color"
"116",0.895833333333333,0.944651162790698,"other",2,"easy","color"
"116",0.708333333333333,1.14417647058824,"self",2,"easy","color"
"116",0.854166666666667,1.02187804878049,"other",3,"difficult","color"
"116",0.5625,1.15544444444444,"self",3,"difficult","color"
"116",0.8125,1.07176923076923,"other",4,"very difficult","color"
"116",0.541666666666667,1.14511538461538,"self",4,"very difficult","color"
"117",0.979166666666667,1.29917021276596,"other",1,"very easy","color"
"117",0.979166666666667,1.03625531914894,"self",1,"very easy","color"
"117",0.916666666666667,1.34361363636364,"other",2,"easy","color"
"117",0.979166666666667,1.03110638297872,"self",2,"easy","color"
"117",0.6875,1.77521212121212,"other",3,"difficult","color"
"117",1,1.2606875,"self",3,"difficult","color"
"117",0.395833333333333,1.68694736842105,"other",4,"very difficult","color"
"117",0.787234042553192,1.39421621621622,"self",4,"very difficult","color"
"118",0.958333333333333,1.49126086956522,"other",1,"very easy","color"
"118",0.826086956521739,1.77926315789474,"self",1,"very easy","color"
"118",0.958333333333333,1.5434347826087,"other",2,"easy","color"
"118",0.702127659574468,1.69063636363636,"self",2,"easy","color"
"118",0.9375,1.74948888888889,"other",3,"difficult","color"
"118",0.680851063829787,1.91846875,"self",3,"difficult","color"
"118",0.695652173913043,1.75346875,"other",4,"very difficult","color"
"118",0.520833333333333,1.92776,"self",4,"very difficult","color"
"119",0.833333333333333,1.030275,"other",1,"very easy","color"
"119",0.958333333333333,1.11117391304348,"self",1,"very easy","color"
"119",0.875,1.11745238095238,"other",2,"easy","color"
"119",0.854166666666667,1.12936585365854,"self",2,"easy","color"
"119",0.75,1.10733333333333,"other",3,"difficult","color"
"119",0.729166666666667,1.15677142857143,"self",3,"difficult","color"
"119",0.6875,1.16269696969697,"other",4,"very difficult","color"
"119",0.5625,1.20585185185185,"self",4,"very difficult","color"
"120",0.958333333333333,1.06263043478261,"other",1,"very easy","color"
"120",0.893617021276596,1.07333333333333,"self",1,"very easy","color"
"120",0.979166666666667,1.15810638297872,"other",2,"easy","color"
"120",0.875,1.12747619047619,"self",2,"easy","color"
"120",0.791666666666667,1.21389473684211,"other",3,"difficult","color"
"120",0.791666666666667,1.24276315789474,"self",3,"difficult","color"
"120",0.729166666666667,1.19105714285714,"other",4,"very difficult","color"
"120",0.6875,1.35033333333333,"self",4,"very difficult","color"
"121",0.8125,1.7261282051282,"other",1,"very easy","color"
"121",0.956521739130435,1.62704545454545,"self",1,"very easy","color"
"121",0.791666666666667,1.82689473684211,"other",2,"easy","color"
"121",0.956521739130435,1.66656818181818,"self",2,"easy","color"
"121",0.565217391304348,2.04957692307692,"other",3,"difficult","color"
"121",0.704545454545455,1.848,"self",3,"difficult","color"
"121",0.568181818181818,1.90856,"other",4,"very difficult","color"
"121",0.711111111111111,1.74015625,"self",4,"very difficult","color"
"122",0.916666666666667,1.24920454545455,"other",1,"very easy","color"
"122",0.808510638297872,1.33344736842105,"self",1,"very easy","color"
"122",0.854166666666667,1.22380487804878,"other",2,"easy","color"
"122",0.595744680851064,1.55285714285714,"self",2,"easy","color"
"122",0.895833333333333,1.34355813953488,"other",3,"difficult","color"
"122",0.4375,1.37952380952381,"self",3,"difficult","color"
"122",0.770833333333333,1.29994594594595,"other",4,"very difficult","color"
"122",0.3125,1.597,"self",4,"very difficult","color"
"123",0.958333333333333,1.60280434782609,"other",1,"very easy","color"
"123",0.891304347826087,1.47175609756098,"self",1,"very easy","color"
"123",0.723404255319149,1.67011764705882,"other",2,"easy","color"
"123",0.791666666666667,1.67997368421053,"self",2,"easy","color"
"123",0.604166666666667,1.7298275862069,"other",3,"difficult","color"
"123",0.727272727272727,1.712625,"self",3,"difficult","color"
"123",0.680851063829787,1.7521875,"other",4,"very difficult","color"
"123",0.553191489361702,1.47623076923077,"self",4,"very difficult","color"
"124",0.958333333333333,1.63941304347826,"other",1,"very easy","color"
"124",0.854166666666667,1.40587804878049,"self",1,"very easy","color"
"124",0.958333333333333,1.64480434782609,"other",2,"easy","color"
"124",0.770833333333333,1.64964864864865,"self",2,"easy","color"
"124",0.791666666666667,1.73168421052632,"other",3,"difficult","color"
"124",0.666666666666667,1.6082,"self",3,"difficult","color"
"124",0.708333333333333,1.80952941176471,"other",4,"very difficult","color"
"124",0.531914893617021,1.69592,"self",4,"very difficult","color"
"125",0.893617021276596,1.39404761904762,"other",1,"very easy","color"
"125",0.854166666666667,1.58373170731707,"self",1,"very easy","color"
"125",0.804347826086957,1.48840540540541,"other",2,"easy","color"
"125",0.755555555555556,1.60861764705882,"self",2,"easy","color"
"125",0.808510638297872,1.72055263157895,"other",3,"difficult","color"
"125",0.636363636363636,1.679,"self",3,"difficult","color"
"125",0.659090909090909,1.80193103448276,"other",4,"very difficult","color"
"125",0.521739130434783,1.743875,"self",4,"very difficult","color"
"126",0.875,0.998761904761905,"other",1,"very easy","color"
